Дата запуска,Блюдо,Количество повторных продаж,Стоимость по меню,Фактическая цена реализации за ед,Продано количество,Подарено по акции,Количество продаж с уценкой,Кол-во товаров проданных по спец цене ПЛ,Кол-во товаров проданных за живчики,Кол-во списаний,закупка
28.12.2023,Куриные маффины с рисом и овощами,4.0,237,212,11.0,0,0,0,0,12.0,23.0
22.10.2024,Куриные наггетсы с дольками запеченного картофеля. ИП Мурачев Михаил Анатольевич,27.0,323,153,59.0,0,0,0,0,3.0,62.0
24.02.2022,Куриные тефтели с картофельным пюре и сливочно-томатным соусом,66.0,199,0,0.0,0,0,0,0,3.0,3.0
16.01.2025,Куриные тефтели с картофельным пюре и сливочно-томатным соусом. Маркетинг и еда,66.0,555,187,94.0,0,2,0,0,14.0,109.0
13.11.2023,Куриный суп с домашней лапшой (заморозка),0.0,155,155,1.0,0,0,0,0,0.0,1.0
15.10.2024,Куриный шашлычок с запеченным картофелем. САНТОС 2,24.0,377,181,53.0,0,2,24,0,2.0,78.0
16.04.2022,Курица в кисло-сладком соусе 300 гр,0.0,282,282,1.0,0,0,0,0,0.0,1.0
08.02.2024,Курица в соусе терияки со спагетти 220 гр.,11.0,237,0,0.0,0,0,0,0,2.0,2.0
16.01.2025,Курица в соусе терияки со спагетти 220 гр.. Маркетинг и еда,11.0,347,236,26.0,0,0,0,0,2.0,28.0
21.09.2022,Курица гриль 150г нарезка,7.0,229,229,17.0,0,0,0,0,3.0,20.0
17.08.2023,"Лавандовый тоник 0,33л",0.0,129,129,2.0,0,0,0,0,0.0,2.0
09.07.2024,Лагман жареный с курицей ,3.0,316,241,18.0,0,0,0,0,7.0,25.0
15.02.2024,Лагман с курицей по-кавказски,1.0,240,232,3.0,0,1,0,0,9.0,13.0
13.05.2024,Лайм (2 шт) фас,0.0,149,149,2.0,0,0,0,0,1.0,3.0
10.05.2019,"Лапша домашняя яичная 250г, шт",0.0,142,142,1.0,0,0,0,0,0.0,1.0
05.09.2022,Лапша пад-тай с курицей,10.0,268,0,0.0,0,0,0,0,5.0,5.0
01.01.1970,Лапша пад-тай с курицей. Маркетинг и еда,10.0,334,241,21.0,0,1,0,0,2.0,24.0
09.03.2019,Латте,0.0,175,0,0.0,0,0,0,0,1.0,1.0
23.09.2024,Латте Коллаген 400,0.0,400,155,4.0,0,0,0,0,0.0,4.0
05.08.2024,Латте орхидея стакан 400,1.0,215,119,6.0,0,0,0,0,0.0,6.0
13.12.2022,Латте стакан 400,424.0,3136,129,567.0,0,0,352,0,0.0,761.0
24.09.2024,Латте яблоко в карамели 400,9.0,520,147,79.0,0,0,20,0,0.0,97.0
12.09.2024,Ле Кордон Блю из курицы с зеленым рисом,2.0,303,280,7.0,0,0,0,0,11.0,19.0
19.04.2022,Леденец из изомальта Погремушка с кокосовой стружкой,4.0,96,77,10.0,0,0,0,0,0.0,10.0
18.06.2024,Лента атласная,0.0,0,0,1.0,0,0,0,0,0.0,1.0
01.10.2023,Лимон 2шт фас,1.0,99,99,2.0,0,0,0,0,1.0,3.0
17.04.2024,Лимонад Малина-фейхоа стакан 400,4.0,216,130,5.0,0,0,0,0,0.0,5.0
17.04.2024,Лимонад Персик-жасмин стакан 400,1.0,199,149,8.0,0,0,0,0,0.0,8.0
04.11.2023,"Лимонад Пикантная груша 0,33л",0.0,129,129,3.0,0,0,0,0,0.0,3.0
09.09.2023,"Лимонад Пурпурный вихрь 0,33л",0.0,129,129,2.0,0,0,0,0,0.0,2.0
27.02.2024,"Лимонад Роза, Лемонграсс, Грейпфрут 330мл",0.0,139,139,2.0,0,0,0,0,0.0,2.0
04.11.2023,"Лимонад Тропик вайб 0,33л",9.0,154,89,18.0,0,0,18,0,0.0,33.0
16.08.2023,"Лимонад Цитрусовая феерия 0,33л",4.0,161,129,5.0,0,0,0,0,0.0,5.0
17.04.2024,Лимонад Черника-лаванда стакан 400,2.0,195,130,3.0,0,0,0,0,0.0,3.0
27.02.2024,Лимонад Чёрная смородина и Пало санто 330мл ,3.0,158,139,8.0,0,0,0,0,0.0,8.0
06.09.2024,"Лимонад маракуйя-малина 0,33 л",2.0,167,149,9.0,0,0,0,0,0.0,9.0
06.02.2020,Ложка черная,0.0,6,0,267.0,0,0,0,0,0.0,279.0
04.11.2022,Лосось тихоокеанский  х/к (филе),0.0,616,0,0.0,0,0,0,0,5.0,5.0
15.03.2019,Лукум Клюква 250г Бековский,0.0,117,0,0.0,0,0,0,0,5.0,5.0
20.03.2024,"Льняные снеки-хлебцы ""Оригинальные"" ферментированные с пребиотиком, без глютена и сахара 70г",0.0,144,144,1.0,0,0,0,0,0.0,1.0
21.03.2024,"Льняные снеки-хлебцы ""Томаты и прованские травы"" ферментированные с пребиотиком 70г",0.0,144,144,1.0,0,0,0,0,0.0,1.0
17.11.2022,Люля кебаб из курицы в пите. Гуд Фуд,15.0,333,201,37.0,0,1,0,0,1.0,39.0
11.02.2024,Люля-кебаб Кавказский из баранины 150г в/у,2.0,264,233,8.0,0,0,0,0,1.0,9.0
11.02.2024,Люля-кебаб Кавказский из говядины 150г в/у,8.0,294,221,17.0,0,0,0,0,1.0,18.0
11.02.2024,Люля-кебаб Кавказский из курицы 150г в/у ,18.0,247,196,26.0,0,0,0,0,0.0,26.0
31.05.2024,Люля-кебаб куриный с аджапсандалом,4.0,249,235,7.0,0,3,0,0,4.0,14.0
07.11.2019,Лёд,0.0,0,0,81.0,0,0,0,0,0.0,81.0
16.03.2022,МЕГАРОЛЛ с сурими,6.0,359,0,0.0,0,0,0,0,6.0,6.0
09.01.2025,МЕГАРОЛЛ с сурими. ИП Ульшина Инна Гарьевна,6.0,267,253,23.0,0,2,0,0,0.0,25.0
26.01.2023,"Магниевая вода NO STRESS 0,5 л.",4.0,138,92,9.0,0,0,0,0,0.0,9.0
01.09.2020,Майонез Домашний 200г,0.0,129,0,0.0,0,0,0,0,4.0,4.0
25.11.2023,Майонез Домашний 200г. ИП Николаева Ангела Федоровна,0.0,129,129,2.0,0,0,0,0,0.0,2.0
20.10.2020,Майонез Домашний 50г,3.0,36,36,6.0,0,0,0,0,2.0,8.0
01.06.2022,Майонез домашний 80% 240 гр,0.0,124,124,1.0,0,0,0,0,0.0,1.0
27.07.2023,Макароны по-флотски 240 г,9.0,194,0,0.0,0,0,0,0,7.0,7.0
11.12.2024,Макароны по-флотски 240 г. ИП Селиванова С. Л. (Тюмень),9.0,238,194,17.0,0,0,0,0,2.0,19.0
17.10.2021,Макарун Белый шоколад,14.0,113,84,24.0,0,0,0,0,6.0,30.0
05.06.2023,Макарун Кокос,1.0,92,79,6.0,0,0,0,0,3.0,9.0
03.11.2020,Макарун Соленая кармель,16.0,116,83,29.0,0,0,0,0,4.0,33.0
11.02.2022,Макарун Фисташка,5.0,122,83,15.0,0,0,0,0,4.0,19.0
07.11.2021,Макарун Черная смородина,1.0,82,74,7.0,0,0,0,0,5.0,12.0
09.09.2024,Макарун груша-ваниль 35г,0.0,85,85,2.0,0,0,0,0,9.0,11.0
09.09.2024,Макарун клубника-лаванда 35г,0.0,85,85,3.0,0,0,0,0,2.0,5.0
20.08.2019,Макарун малина 30г,2.0,115,84,11.0,0,0,0,0,3.0,14.0
30.04.2024,Макарун манго-маракуйя,0.0,84,84,2.0,0,0,0,0,1.0,3.0
30.04.2024,Макарун черника,0.0,84,84,4.0,0,0,0,0,4.0,8.0
06.01.2020,Макарун шоколад ,1.0,84,52,8.0,0,0,0,756,4.0,764.0
05.04.2024,Маковые сырники с топленой сметаной,0.0,225,223,7.0,0,0,0,0,1.0,8.0
18.03.2024,Малиново-миндальный Раф стакан 400,27.0,420,147,63.0,0,0,0,0,0.0,63.0
17.12.2023,"Малиновый Чизкейк, 120г",2.0,250,177,12.0,0,0,0,0,3.0,15.0
28.05.2024,Манго кубики жевательные Махачонок (Таиланд) 250г,2.0,284,254,8.0,0,0,7,0,0.0,14.0
14.09.2022,"Манго натуральный (лепестки), банка 150г",0.0,333,333,2.0,0,0,0,0,0.0,2.0
19.06.2021,Манго премиум вес,0.0,630,630,0.7,0,0,0,0,0.0,1.0
29.12.2022,Манго шт,0.0,229,215,1.0,0,0,0,0,1.0,2.0
13.09.2023,"Мандарины фас. 0,5кг",0.0,229,229,1.0,0,0,0,0,0.0,1.0
06.12.2022,Манник,15.0,194,100,37.0,0,0,0,0,0.0,37.0
08.03.2019,"Мармелад Яблоко фас., 250г",0.0,104,34,3.0,0,0,0,624,0.0,625.0
24.05.2022,Мармелад баночный с облепихой,0.0,218,0,0.0,0,0,0,0,1.0,1.0
27.05.2022,Мармелад баночный со смородиной,0.0,218,218,1.0,0,0,0,0,1.0,2.0
14.04.2024,Маршмеллоу Ваниль 40г,1.0,41,34,11.0,0,0,0,0,0.0,11.0
06.08.2024,Маршмеллоу Клубника-банан 100г,2.0,79,79,5.0,0,0,0,0,0.0,5.0
09.08.2023,Масло Гхи 10 мл,0.0,0,0,9.0,0,0,0,0,0.0,9.0
28.05.2021,"Масло ШИ кокос, 20 г",0.0,399,399,1.0,0,0,0,0,0.0,1.0
01.07.2021,Масло конопляное сыродавленное холодного прессования 250 мл.,0.0,666,666,1.0,0,0,0,0,0.0,1.0
29.05.2021,Масло кунжутное сыродавленное холодного прессования 250 мл.,0.0,515,515,1.0,0,0,0,0,0.0,1.0
16.08.2021,"Масло сладко-сливочное несоленое ""Крестьянское""",0.0,185,0,0.0,0,0,0,0,1.0,1.0
01.01.1970,"Масло сладко-сливочное несоленое ""Крестьянское"". Калинушка",0.0,185,185,1.0,0,0,0,0,0.0,1.0
16.03.2022,Масло сливочное 82% фермерское 200г,0.0,238,0,0.0,0,0,0,0,4.0,4.0
25.09.2024,Матча коллаген 300,0.0,290,145,2.0,0,0,0,0,0.0,2.0
13.12.2022,Матча латте стакан 300,30.0,356,167,46.0,0,0,0,0,0.0,47.0
15.12.2023,Маффин мандариновый 130г,0.0,180,176,4.0,0,0,0,0,6.0,10.0
10.12.2021,Медофеты клубника ,1.0,193,193,7.0,0,0,0,0,0.0,7.0
12.12.2021,Медофеты манго - маракуйя,2.0,241,193,5.0,0,0,0,0,0.0,5.0
12.12.2021,Медофеты чернослив ,0.0,184,134,3.0,0,0,0,0,0.0,3.0
23.12.2022,Мексиканская смесь быстрозамороженная,0.0,292,0,3.0,0,0,0,1755,0.0,1796.0
27.12.2022,Меренги яблочные Классические,1.0,135,135,2.0,0,0,0,0,0.0,2.0
08.07.2024,Меренговый рулет с брусникой 120г,16.0,266,144,32.0,0,1,0,0,1.0,34.0
05.04.2021,"Микрозелень гороха, шт",0.0,124,124,1.0,0,0,0,0,1.0,2.0
19.09.2024,Микс Аленький цветочек ,0.0,125,125,1.0,0,0,0,0,2.0,3.0
22.03.2022,"Микс Вкусный: зеленый горошек, проростки гречи, проростки маш, проростки пшеницы 110гр",0.0,138,138,4.0,0,0,0,0,0.0,4.0
22.03.2022,"Микс Спортивный зеленый горошек, проростки маш 110гр",2.0,136,136,4.0,0,0,0,0,0.0,4.0
09.10.2024,Микс Цветочное рандеву,0.0,165,165,1.0,0,0,0,0,1.0,2.0
14.09.2024,Микс салат с грудкой су-вид,22.0,315,136,58.0,0,2,0,0,13.0,75.0
03.10.2024,Миндаль в малиновом шоколаде с йогуртом без сахара,0.0,1107,369,3.0,0,0,0,0,0.0,3.0
14.09.2022,"Миндаль сырой очищенный (ядра), банка 150г",0.0,335,284,2.0,0,0,0,0,0.0,2.0
12.01.2024,Минтай по-гречески с зелеными спагетти,5.0,215,204,8.0,0,1,0,0,4.0,13.0
01.01.1970,"Молоко Безлактозное 1,8% для БАРА",0.0,0,0,0.0,0,0,0,0,3.493,3.0
28.09.2021,Молоко банановое 200мл,11.0,76,47,19.0,0,0,0,0,0.0,19.0
09.10.2021,Молоко банановое 270 мл (матча),0.0,0,0,10.0,0,0,0,0,0.0,10.0
29.09.2021,Молоко банановое 270мл,3.0,70,44,11.0,0,0,0,0,0.0,11.0
24.05.2021,"Молоко банановое, 250 мл",0.0,60,0,1.0,0,0,0,0,0.0,1.0
19.06.2023,Молоко безлактозное 30 мл,0.0,20,20,1.0,0,0,0,0,0.0,1.0
14.11.2022,"Молоко безлактозное, 200 мл",12.0,76,41,19.0,0,0,0,0,0.0,19.0
15.11.2022,"Молоко безлактозное, 250 мл",0.0,60,30,2.0,0,0,0,0,0.0,2.0
14.11.2022,"Молоко безлактозное, 270 мл",15.0,120,62,19.0,0,0,0,0,0.0,19.0
29.09.2021,Молоко ванильное 200мл,0.0,90,0,12.0,0,0,0,0,0.0,12.0
29.09.2021,Молоко ванильное 270мл,0.0,126,0,18.0,0,0,0,0,0.0,18.0
05.06.2021,"Молоко ванильное, 150 мл",0.0,50,0,2.0,0,0,0,0,0.0,2.0
01.01.1970,"Молоко для кофе 3,2%",0.0,0,0,0.0,0,0,0,0,0.25,0.0
12.03.2019,"Молоко кокосовое , 150мл ",26.0,54,50,26.0,0,0,0,0,0.0,26.0
14.03.2019,"Молоко кокосовое , 250мл ",1.0,75,36,5.0,0,0,0,0,0.0,5.0
12.10.2021,Молоко кокосовое 200 мл (Матча),0.0,0,0,9.0,0,0,0,0,0.0,9.0
28.09.2021,Молоко кокосовое 200мл,8.0,82,40,22.0,0,0,0,0,0.0,22.0
08.10.2021,Молоко кокосовое 270 мл (для матчи),0.0,0,0,31.0,0,0,0,0,0.0,31.0
28.09.2021,Молоко кокосовое 270мл,6.0,78,62,9.0,0,0,0,0,0.0,9.0
19.06.2023,Молоко кокосовое 30мл,0.0,20,20,1.0,0,0,0,0,0.0,1.0
29.09.2021,Молоко миндальное 200мл,8.0,80,45,20.0,0,0,0,0,0.0,20.0
09.10.2021,Молоко миндальное 270 мл (матча),0.0,0,0,2.0,0,0,0,0,0.0,2.0
29.09.2021,Молоко миндальное 270мл,1.0,70,34,6.0,0,0,0,0,0.0,6.0
19.06.2023,Молоко миндальное 30мл,0.0,20,20,1.0,0,0,0,0,0.0,1.0
01.04.2021,"Молоко миндальное, 250 мл",0.0,60,60,1.0,0,0,0,0,0.0,1.0
14.12.2021,Молоко обычное 150мл,0.0,0,0,58.0,0,0,0,0,0.0,58.0
28.09.2021,Молоко обычное 200мл,0.0,0,0,1469.0,0,0,0,0,0.0,1612.0
19.06.2023,Молоко обычное 20мл,1.0,30,20,3.0,0,0,0,0,0.0,3.0
29.09.2021,Молоко обычное 250мл,0.0,0,0,157.0,0,0,0,0,0.0,160.0
28.09.2021,Молоко обычное 270мл,0.0,0,0,821.0,0,0,0,0,0.0,840.0
19.06.2023,Молоко обычное 30мл,5.0,24,18,11.0,0,0,0,0,0.0,11.0
18.04.2024,Молоко обычное 50мл,0.0,0,0,2.0,0,0,0,0,0.0,2.0
15.12.2023,Молоко овсяное 270 мл,1.0,70,70,1.0,0,0,0,0,0.0,1.0
30.09.2021,Молоко соевое 200 мл,0.0,60,60,1.0,0,0,0,0,0.0,1.0
01.01.1970,Молоко соевое БАР,0.0,0,0,0.0,0,0,0,0,0.8,1.0
01.06.2022,Молоко фундучное 150мл,0.0,50,50,1.0,0,0,0,0,0.0,1.0
22.04.2022,Молоко фундучное 200 мл,7.0,77,53,9.0,0,0,0,0,0.0,9.0
18.05.2022,Молоко фундучное 250мл,1.0,60,30,2.0,0,0,0,0,0.0,2.0
22.04.2022,Молоко фундучное 270 мл,12.0,79,57,17.0,0,0,0,0,0.0,17.0
08.03.2022,Молочный Шоколад корица ваниль,0.0,145,145,4.0,0,0,0,0,0.0,4.0
15.11.2021,"Молочный шоколад кусочками Индонезия, West Bali Organic 100 гр",0.0,898,0,2.0,0,0,0,2246,0.0,2285.0
28.10.2024,Морковный капкейк с надписями 120г,0.0,184,184,1.0,0,0,0,0,0.0,1.0
01.03.2024,Морковь по-корейски,1.0,90,0,0.0,0,0,0,0,1.0,1.0
19.03.2024,Морковь по-корейски. ИП КАШАПОВ АЙРАТ РИНАТОВИЧ,1.0,144,90,8.0,0,0,0,0,0.0,8.0
03.11.2022,"Мороженое ""Дыня"" 80г.",1.0,205,154,4.0,0,0,0,0,0.0,4.0
31.01.2024,"Мороженое ""Черная смородина"", 80г",0.0,155,155,2.0,0,0,0,0,0.0,2.0
21.04.2024,"Мороженое «Клубника-банан», 150 г",0.0,247,187,2.0,0,0,0,0,0.0,2.0
21.07.2022,"Мороженое «Пломбир», 150г",0.0,244,244,1.0,0,0,0,0,0.0,1.0
21.07.2022,"Мороженое «Соленая карамель с грецким орехом», 150г",1.0,253,253,1.0,0,0,0,0,0.0,1.0
02.08.2019,Мороженое Бельгийский шоколад 130мл,10.0,192,128,12.0,0,0,0,0,0.0,12.0
02.08.2019,Мороженое Зелёный чай с миндалем 130мл,0.0,117,117,1.0,0,0,0,0,0.0,1.0
02.10.2019,Мороженое Кофе с печеньем аммаретти 130мл,1.0,119,108,2.0,0,0,0,0,0.0,2.0
19.04.2023,Мороженое Лаванда 150г,0.0,266,266,2.0,0,0,0,0,0.0,2.0
02.08.2019,Мороженое Маршмеллоу с шоколадным печеньем 130мл,13.0,247,129,21.0,0,0,0,0,0.0,21.0
02.10.2019,Мороженое Мятное с шоколадом 130мл,1.0,117,114,4.0,0,0,0,0,0.0,4.0
19.09.2022,Мороженое Пломбир 80гр.,0.0,131,131,3.0,0,0,0,0,0.0,3.0
02.08.2019,Мороженое Пломбир Малиновый пирог с белым шоколадом 130мл,6.0,161,130,11.0,0,0,0,0,0.0,11.0
04.07.2024,Мороженое Пломбир ванильный 20% 900г,3.0,867,722,3.0,0,0,2,0,0.0,5.0
20.09.2022,Мороженое Соленая карамель с грецким орехом 80гр.,1.0,124,96,8.0,0,0,0,496,0.0,508.0
02.08.2019,Мороженое Солёная карамель 85 гр,4.0,131,105,10.0,0,0,0,0,0.0,10.0
02.08.2019,Мороженое Фисташковое 130мл,1.0,144,124,7.0,0,0,0,0,0.0,7.0
31.03.2023,Мороженое вишня в шоколадном соусе,0.0,398,398,1.0,0,0,0,0,0.0,1.0
31.03.2023,Мороженое жареный арахис в карамели (сникерс),0.0,397,397,1.0,0,0,0,0,0.0,1.0
01.11.2021,"Мороженое кокосовое на кокосовом молоке, 85г",2.0,168,142,2.0,0,0,0,0,0.0,2.0
02.10.2019,Мороженое лимонное с имбирным печеньем 130мл,1.0,119,99,6.0,0,0,0,298,0.0,304.0
15.11.2023,"Мороженое молочное ""Шоколадное Джелато с ""Брауни"", 330 г",1.0,389,389,1.0,0,0,0,0,0.0,1.0
15.10.2021,"Мороженое ореховое на миндальном молоке, 100г",0.0,155,155,1.0,0,0,0,0,0.0,1.0
03.06.2023,"Мороженое пломбир с соленой карамелью и грецким орехом в вафельном стаканчике, 70 г.",0.0,138,97,8.0,0,0,2,0,0.0,9.0
03.06.2023,"Мороженое пломбир шоколадный с арахисом в вафельном стаканчике, 80 г.",1.0,163,104,11.0,0,0,0,0,0.0,11.0
04.11.2021,"Мороженое сливочное Банан, 85г",0.0,387,155,5.0,0,0,0,0,0.0,5.0
04.11.2021,"Мороженое сливочное Сыр горгонзола, 85г",2.0,220,165,4.0,0,0,0,0,0.0,4.0
28.11.2023,"Морс Брусника 0,75л",6.0,227,138,23.0,0,0,7,0,0.0,31.0
28.11.2023,"Морс Вишневый глинтвейн 0,45л",16.0,182,95,26.0,0,0,15,0,0.0,41.0
09.03.2019,"Морс Вишня-мята 0,45л, бут",18.0,191,96,31.0,0,0,16,0,0.0,47.0
26.06.2019,"Морс Клюква 0,45л",24.0,210,93,43.0,0,0,16,0,0.0,61.0
07.02.2023,Морс Черная смородина 450 мл.,11.0,168,96,24.0,0,0,13,0,0.0,37.0
22.10.2022,Морс облепиха-апельсин. ЧелябЭкоПродукт,24.0,160,88,43.0,0,0,21,0,0.0,67.0
09.03.2019,"Морс облепиха-имбирь-мед 0,45л, бут",9.0,170,91,28.0,0,0,11,0,1.0,39.0
11.11.2022,Морской коктейль замороженный,0.0,398,398,1.0,0,0,0,0,0.0,1.0
26.09.2023,"Моти Ананас, 85г",0.0,179,0,0.0,0,0,0,0,2.0,2.0
26.07.2024,Моти Банан-Карамель 80г,0.0,179,0,0.0,0,0,0,0,3.0,3.0
10.09.2024,Моти Банан-Карамель 80г. ИП Можейко Ирина Фаридовна,0.0,223,179,5.0,0,0,0,0,0.0,5.0
13.03.2024,"Моти Клубника, 85г",1.0,179,179,1.0,0,0,0,0,0.0,1.0
26.07.2024,Моти Манго 80г,1.0,292,179,17.0,0,0,0,0,2.0,19.0
14.12.2023,"Моти Мандарин, 85г",0.0,175,158,1.0,0,1,0,0,1.0,3.0
09.11.2023,"Моти Пряная Груша, 85г",0.0,179,0,0.0,0,0,0,0,3.0,3.0
09.11.2023,"Моти Черная смородина, 85г",0.0,179,0,0.0,0,0,0,0,3.0,3.0
09.11.2023,"Моти Черника, 85г",0.0,179,179,1.0,0,0,0,0,1.0,2.0
26.07.2024,Моти Чиз Вишня 80г,4.0,238,179,16.0,0,0,0,0,1.0,17.0
26.07.2024,"Моти Шоколад, карамель, фундук 80г",0.0,179,170,4.0,0,2,0,0,6.0,11.0
13.11.2023,Мусс Три шоколада,9.0,283,193,19.0,0,0,0,0,0.0,19.0
15.03.2023,Мягкая карамель «Сливочная» 220гр,1.0,130,130,3.0,0,0,0,0,0.0,3.0
02.08.2019,Мясо по-французски с запеченным картофелем,12.0,197,0,0.0,0,0,0,0,4.0,4.0
22.10.2024,Мясо по-французски с запеченным картофелем. ИП Мурачев Михаил Анатольевич,12.0,274,176,31.0,0,0,0,0,1.0,32.0
21.06.2019,Мясо по-французски с картофельным пюре,14.0,259,0,0.0,0,0,0,0,3.0,3.0
07.03.2023,Мясо по-французски с картофельным пюре. ПРО-ФУД ИНКОРПОРЕЙТЕД,14.0,337,205,36.0,0,0,0,0,0.0,36.0
25.09.2024,Мясо соевое по-корейски,0.0,150,0,0.0,0,0,0,0,6.0,6.0
18.06.2021,Мята 40 гр.фас.,0.0,99,99,1.0,0,0,0,0,3.0,4.0
02.07.2019,НАБОР Суп Том-Ям,1.0,829,0,0.0,0,0,0,0,2.0,2.0
18.03.2024,НАБОР Суп Том-Ям. ИП Тютин Андрей Александрович,1.0,829,829,2.0,0,0,0,0,0.0,2.0
01.04.2022,"Набор Эклеров (малина, шоколад, манго-маракуйя)",1.0,578,289,2.0,0,0,0,0,0.0,2.0
08.09.2023,"Набор для лепки ""Волшебное тесто""",0.0,299,299,1.0,0,0,0,0,0.0,1.0
19.08.2024,"Набор лайм 1 шт., лимон 1 шт.",0.0,130,130,1.0,0,0,0,0,2.0,3.0
06.12.2021,Набор макарун 6 шт,0.0,490,490,1.0,0,0,0,0,0.0,1.0
24.03.2024,Набор трубочек Крем-чиз Ассорти	,3.0,264,199,19.0,0,0,0,0,9.0,28.0
09.09.2021,Набор трубочек крем-чиз 3 шт,15.0,219,0,0.0,0,0,0,0,2.0,2.0
16.01.2025,Набор трубочек крем-чиз 3 шт. Маркетинг и еда,15.0,309,203,24.0,0,1,0,0,1.0,26.0
25.11.2022,"Набор эклеров (ваниль, лимон, смородина)",2.0,578,289,2.0,0,0,0,0,0.0,2.0
01.01.1970,Наггетсы растительные со вкусом курочки 300гр. ИП Кадыров Дамир Исмагилович,0.0,392,257,3.0,0,0,0,0,0.0,3.0
23.05.2023,Намазка из болгарского перца и томатов 140 г,1.0,194,194,2.0,0,0,0,0,0.0,2.0
23.05.2023,Намазка из кабачка с пряными травами 140г,0.0,182,175,2.0,0,0,1,0,0.0,3.0
16.09.2022,Напиток Алоэ Вера 750 мл,4.0,245,175,7.0,0,0,0,0,0.0,7.0
28.11.2023,"Напиток Лесные ягоды 0,75л",4.0,199,140,12.0,0,0,3,0,0.0,15.0
02.09.2023,Напиток Мультифруктовый 1л,0.0,145,46,8.0,0,0,0,1875,0.0,1860.0
20.04.2022,"Напиток безалкогольный среднегазированный с соком Имбирный эль ""Жизньмарт""",1.0,135,135,1.0,0,0,0,0,0.0,1.0
20.04.2022,"Напиток безалкогольный среднегазированный с соком Куркуминный тоник ""Жизньмарт""",0.0,167,167,1.0,0,0,0,0,0.0,1.0
20.04.2022,"Напиток безалкогольный среднегазированный с соком Свитчель пунш  ""Жизньмарт""",1.0,184,184,1.0,0,0,0,0,0.0,1.0
02.05.2024,"Напиток кокосовый обогащенный пробиотиками апельсин, лимон, грейпфрут 250мл",1.0,176,176,3.0,0,0,0,0,1.0,4.0
02.05.2024,"Напиток кокосовый обогащенный пробиотиками яблоко, гранат, лайм 250мл",0.0,176,0,0.0,0,0,0,0,3.0,3.0
09.05.2024,"Напиток кокосовый обогащенный пробиотиками яблоко, тархун 250мл",0.0,176,176,1.0,0,0,0,0,0.0,1.0
14.06.2023,"Напиток кокосовый: ваниль, 250 мл",0.0,155,155,1.0,0,0,0,0,6.0,7.0
14.06.2023,"Напиток кокосовый: клубника, 250 мл",0.0,176,0,0.0,0,0,0,0,2.0,2.0
14.06.2023,"Напиток кокосовый: манго-маракуйя, 250 мл",0.0,176,176,1.0,0,0,0,0,2.0,3.0
14.06.2023,"Напиток кокосовый: натуральный, 250 мл",0.0,176,176,2.0,0,0,0,0,1.0,3.0
06.03.2024,Натуральный кофе в дрип-пакете 1 шт,13.0,79,44,25.0,0,0,0,0,0.0,25.0
05.09.2024,Нежное суфле с йогуртом и мёдом,0.0,144,144,2.0,0,0,0,0,0.0,2.0
02.09.2023,Нектар Морковный 1л,2.0,161,35,7.0,0,0,0,1796,0.0,1804.0
02.09.2023,Нектар Тыквенный 1л,1.0,153,16,15.0,0,0,0,4762,0.0,4634.0
03.11.2023,Нектар апельсиновый с кусочками алоэ 750мл,1.0,200,200,3.0,0,0,0,0,0.0,3.0
16.09.2022,Нектар сливовый с мякотью 750 мл,2.0,165,111,3.0,0,0,0,0,0.0,3.0
27.05.2024,Нектарин (4 шт) фас,0.0,239,0,1.0,0,0,0,0,0.0,1.0
05.10.2019,Нож черный,2.0,4,0,153.0,0,0,0,0,0.0,155.0
03.03.2022,"Облепиха быстрозамороженная пл/уп, 300г ",0.0,255,255,2.0,0,0,0,0,0.0,2.0
27.10.2023,Облепиховый чай с яблоком и корицей,20.0,241,101,50.0,0,0,0,0,0.0,50.0
15.04.2022,Овсянка с бананом без сахара и фруктозы,1.0,193,172,6.0,0,1,0,0,10.0,16.0
21.12.2021,Овсянка с семенами чиа,1.0,200,171,3.0,0,0,0,0,11.0,14.0
20.07.2024,"Огурцы короткоплодные, колючие, 450 г",1.0,142,142,3.0,0,0,0,0,0.0,3.0
07.12.2021,Оладушки домашние с малиновым вареньем и сметаной,22.0,292,161,36.0,0,0,0,0,2.0,38.0
07.12.2023,Оливье с ветчиной 180г,21.0,198,0,0.0,0,0,0,0,9.0,9.0
13.01.2025,Оливье с ветчиной 180г. КАЧЕСТВО ВКУСА,21.0,309,169,41.0,0,2,0,0,5.0,48.0
07.12.2023,Оливье с ветчиной 500 г,3.0,400,0,0.0,0,0,0,0,4.0,4.0
13.01.2025,Оливье с ветчиной 500 г. КАЧЕСТВО ВКУСА,3.0,335,335,4.0,0,0,0,0,1.0,5.0
21.04.2022,Омлет нежный 160 гр,6.0,168,0,0.0,0,0,0,0,6.0,6.0
16.01.2025,Омлет нежный 160 гр. Маркетинг и еда,6.0,215,159,9.0,0,0,0,0,1.0,10.0
01.01.1970,Онигири с креветкой в соусе Том кха. ИП Ульшина Инна Гарьевна,36.0,475,187,76.0,0,3,0,0,7.0,85.0
01.01.1970,Онигири с куриным филе в соусе спайси Жизньмарт. ИП Ульшина Инна Гарьевна,113.0,825,138,185.0,0,5,0,0,6.0,194.0
06.12.2019,Онигири с лососем и сливочным сыром,23.0,289,0,0.0,0,0,0,0,2.0,2.0
01.01.1970,Онигири с лососем и сливочным сыром. Качество вкуса Сибирь,23.0,394,274,36.0,0,0,0,0,6.0,42.0
