Дата запуска,Блюдо,Количество повторных продаж,Стоимость по меню,Фактическая цена реализации за ед,Продано количество,Подарено по акции,Количество продаж с уценкой,Кол-во товаров проданных по спец цене ПЛ,Кол-во товаров проданных за живчики,Кол-во списаний,закупка
02.08.2024,Жареный онигири с сурими,62.0,518,122,134.0,0,5,0,0,13.0,156.0
01.01.1970,Жареный рис с курицей и овощами. Маркетинг и еда,6.0,278,219,14.0,0,0,0,0,0.0,14.0
17.08.2024,"Жареный рис со свининой. ООО ""НОВЫЕ ТЕХНОЛОГИИ ЛОГИСТИКИ""",1.0,597,199,3.0,0,0,0,0,0.0,3.0
12.03.2022,Жаркое по-домашнему 500г,1.0,686,549,5.0,0,0,0,0,0.0,5.0
05.09.2024,"Жевательная резинка со вкусом ""Корица"" 50г",0.0,169,169,1.0,0,0,0,0,0.0,1.0
25.05.2023,"Жевательные конфеты в шоколаде ""Ассорти"" 75г",1.0,139,124,10.0,0,0,0,0,0.0,10.0
18.03.2024,"Жевательные конфеты в шоколаде ""Тропик-ассорти"" 75 г",1.0,121,115,6.0,0,0,0,0,0.0,6.0
03.08.2023,Жевательные конфеты в шоколаде со вкусом Манго-Малина 75г,7.0,135,122,13.0,0,0,0,0,0.0,13.0
08.08.2023,Жевательные конфеты в шоколаде со вкусом Тутти-Фрутти 75г,3.0,126,126,7.0,0,0,0,0,0.0,7.0
15.12.2023,Желе сывороточное с ароматом апельсина 200 гр,1.0,46,33,8.0,0,0,0,0,5.0,13.0
15.12.2023,Желе сывороточное с ароматом клубники 200 гр,4.0,60,33,24.0,0,0,0,0,0.0,24.0
10.08.2021,Жидкое мыло с ароматом лимонного пирога 500мл ,1.0,299,299,1.0,0,0,0,0,0.0,1.0
08.04.2019,"Жульен с курицей и грибами и гречневой кашей, шт ",9.0,249,0,0.0,0,0,0,0,13.0,13.0
14.02.2025,"Жульен с курицей и грибами и гречневой кашей, шт . Качество вкуса Сибирь",9.0,263,226,20.0,0,0,0,0,12.0,32.0
25.01.2022,Заливное с говядиной и овощами 300г,0.0,279,0,0.0,0,0,0,0,2.0,2.0
03.09.2024,Запеканка из кабачков и куриной грудки,5.0,246,169,29.0,0,0,13,0,14.0,53.0
09.08.2024,Запеченный Мегаролл с креветкой под шапкой с сыром,1.0,321,281,4.0,0,2,0,0,3.0,9.0
30.08.2024,Запеченный мегаролл с курицей. ИП Гянджиев Тимур Юсиф Оглы,0.0,270,270,2.0,0,0,0,0,0.0,2.0
19.07.2024,Запеченный мегаролл с сурими под шапкой с сыром,2.0,277,247,4.0,0,2,0,0,3.0,9.0
19.06.2023,Запечённая тортилья с курицей ,0.0,253,0,0.0,0,0,0,0,18.0,19.0
15.08.2024,Запечённая тортилья с курицей . ИП Павлов Алексей Валерьевич,0.0,253,253,2.0,0,0,0,0,0.0,2.0
08.03.2019,"Зефир Бековский в шоколаде, 175г",4.0,188,141,8.0,0,0,0,0,0.0,8.0
08.03.2019,"Зефир Бековский черная смородина, 250г",0.0,139,0,0.0,0,0,0,0,1.0,1.0
08.03.2019,"Зефир Бековский, 250г",2.0,141,141,3.0,0,0,0,0,0.0,3.0
20.01.2022,"Зефир манго-маракуйя, 140 гр",4.0,223,179,5.0,0,0,0,0,0.0,5.0
13.07.2023,Злаковый батончик с банановым вкусом,3.0,69,57,6.0,0,0,0,0,0.0,6.0
13.07.2023,Злаковый батончик с ирисо-сливочным вкусом,4.0,70,58,6.0,0,0,0,0,0.0,6.0
16.05.2024,Злаковый батончик с клубникой. СОДЖ (ППСВ),1.0,58,58,6.0,0,0,0,0,0.0,6.0
16.05.2024,Злаковый батончик с кокосом. СОДЖ (ППСВ),3.0,57,57,6.0,0,0,0,0,0.0,6.0
09.01.2023,Икра грибная для гурманов 260гр,0.0,169,169,2.0,0,0,0,0,0.0,2.0
15.07.2019,Икра из запеченного сладкого перца с вялеными томатами 250г,0.0,213,198,2.0,0,0,1,0,0.0,3.0
12.07.2019,Икра из запеченных кабачков с вялеными томатами 250г ,1.0,196,178,2.0,0,0,2,0,0.0,4.0
16.11.2021,Имбирный эль БЬЮТИ Ананас+Куркума+Мака ж/б 330 мл 1/12шт Россия,0.0,370,185,2.0,0,0,0,0,0.0,2.0
16.11.2021,Имбирный эль ФИТНЕС Лайм+Женьшень+Мака ж/б 330 мл 1/12шт Россия,0.0,160,160,2.0,0,0,0,0,0.0,2.0
16.11.2021,Имбирный эль ЭНЕРДЖИ Гранат+Лимонник+Гуарана ж/б 330 мл 1/12шт Россия,0.0,165,165,2.0,0,0,0,0,0.0,2.0
07.03.2019,"Имбирь, порц",42.0,53,19,69.0,0,0,0,0,0.0,69.0
25.09.2024,Индейка гриль с запеченным картофелем,11.0,354,253,27.0,0,2,0,0,13.0,42.0
09.07.2024,Индейка с брокколи и бальзамическим соусом,1.0,306,265,6.0,0,0,0,0,10.0,16.0
09.07.2024,Индейка с булгуром и грибным соусом,4.0,295,0,0.0,0,0,0,0,3.0,3.0
01.01.1970,Индейка с булгуром и грибным соусом. Концепт (Тюмень ГЕ),4.0,334,262,14.0,0,0,0,0,1.0,15.0
09.07.2024,Индейка томленая с картофелем и розмариновым соусом,4.0,302,247,11.0,0,1,0,0,5.0,17.0
18.05.2019,Ирис СЛИВОЧНЫЙ 150гр,3.0,110,79,12.0,0,0,0,0,0.0,12.0
26.03.2019,Ирис с АРАХИСОМ 150гр,5.0,87,81,15.0,0,0,0,0,0.0,15.0
15.03.2019,Ирис- с КАКАО 150гр ,2.0,108,91,7.0,0,0,0,0,0.0,7.0
15.04.2023,"Ириска ""С вяленой клюквой""",2.0,139,139,7.0,0,0,0,0,0.0,7.0
15.04.2023,Ириска «С кедровым орехом»,1.0,161,161,5.0,0,0,0,0,0.0,5.0
15.04.2023,Ириска «Соленая карамель» ,1.0,174,153,8.0,0,0,0,0,0.0,8.0
09.07.2024,Итальянский ризотто с грибами,2.0,286,179,6.0,0,0,5,0,4.0,13.0
15.12.2023,"Йогурт ""Кокос-белый шоколад"" 2,5% 200 гр ",4.0,71,50,9.0,0,0,0,0,15.0,24.0
15.12.2023,"Йогурт ""Черничный пирог"" 2,5% 200 гр ",5.0,63,49,14.0,0,0,0,0,1.0,15.0
02.04.2022,"Йогурт с гранолой Вишня и корица, 180г",0.0,169,0,0.0,0,0,0,0,2.0,2.0
01.12.2023,"Йогурт с гранолой Вишня и корица, 180г. ИП Николаева Ангела Федоровна",0.0,165,152,3.0,0,0,0,0,0.0,3.0
19.06.2021,Йогурт с гранолой Клубника и мята 180г,5.0,169,0,0.0,0,0,0,0,3.0,3.0
02.12.2023,Йогурт с гранолой Клубника и мята 180г. ИП Николаева Ангела Федоровна,5.0,169,169,6.0,0,0,0,0,0.0,6.0
05.12.2020,Йогурт с гранолой Манго 180г,1.0,169,0,0.0,0,0,0,0,4.0,4.0
22.11.2023,Йогурт с гранолой Манго 180г. ИП Николаева Ангела Федоровна,1.0,225,166,4.0,0,0,0,0,0.0,4.0
05.12.2020,Йогурт с гранолой Черника 180г,1.0,169,0,0.0,0,0,0,0,4.0,4.0
03.12.2023,Йогурт с гранолой Черника 180г. ИП Николаева Ангела Федоровна,1.0,167,167,5.0,0,0,0,0,0.0,5.0
30.01.2023,"Йогурт с гранолой смородина-мелисса, 180г",0.0,180,0,0.0,0,0,0,0,3.0,3.0
02.12.2023,"Йогурт с гранолой смородина-мелисса, 180г. ИП Николаева Ангела Федоровна",0.0,180,171,2.0,0,0,0,0,0.0,2.0
28.11.2023,"Йогурт с коллагеном ""Вишня"" термостатный с мдж 5%, 160 гр",0.0,90,0,0.0,0,0,0,0,5.0,5.0
28.11.2023,"Йогурт с коллагеном ""Клубника"" термостатный с мдж 5%, 160 гр",0.0,89,90,2.0,0,0,0,0,9.0,11.0
28.11.2023,"Йогурт с коллагеном ""Малина"" термостатный с мдж 5%, 160 гр",4.0,95,84,11.0,0,1,0,0,1.0,13.0
28.11.2023,"Йогурт с коллагеном термостатный с мдж 6%, 160 гр",1.0,100,87,4.0,0,0,0,0,11.0,15.0
10.09.2024,Йогурт термостатный Вишня 3% 130г,1.0,47,47,4.0,0,0,0,0,4.0,8.0
10.09.2024,Йогурт термостатный Земляника 3% 130г,2.0,47,46,6.0,0,0,0,0,2.0,8.0
28.06.2024,Йогурт термостатный Малина 3% 130г,1.0,47,47,4.0,0,0,0,0,7.0,11.0
23.09.2024,Какао Апельсин в шоколаде 300,2.0,225,225,6.0,0,0,0,0,0.0,6.0
05.07.2023,"Какао Банановый вайб, веган. 300 мл",13.0,281,200,20.0,0,0,0,0,0.0,20.0
23.09.2024,Какао Галя варит мокко 300,0.0,222,158,7.0,0,0,0,0,0.0,7.0
19.07.2023,Какао Малиновый краш 300 мл,1.0,335,188,14.0,0,0,0,0,0.0,14.0
23.09.2024,Какао Перуанская вишня 300,2.0,295,176,11.0,0,0,0,0,0.0,11.0
15.02.2022,Какао взрослое 300мл (без сахара),10.0,275,172,25.0,0,0,0,0,0.0,25.0
05.12.2022,Какао пряное 300 мл,7.0,274,210,17.0,0,0,0,0,0.0,17.0
05.10.2022,Какао шоколадно-банановое 300,7.0,409,203,38.0,0,0,0,0,0.0,38.0
22.12.2023,Калифорния с крабом,2.0,364,0,0.0,0,0,0,0,17.0,17.0
28.11.2024,Калифорния с крабом. ФЭМЭЛИ ГРУПП,2.0,304,297,13.0,0,3,0,0,0.0,16.0
22.12.2023,Кани сарада с сурими в фирменном тайском соусе,2.0,234,205,3.0,0,0,0,0,10.0,13.0
05.06.2024,Капуста с шафраном по-корейски,0.0,95,0,0.0,0,0,0,0,2.0,2.0
19.03.2020,Капучино (цеховый),0.0,148,135,1.0,0,0,0,0,3.0,4.0
23.09.2024,Капучино имбирный пряник 300,15.0,337,140,52.0,0,0,0,0,0.0,52.0
24.09.2024,Капучино миндаль-бузина 300,3.0,221,153,22.0,0,0,0,0,0.0,22.0
31.08.2023,Капучино с сырной пенкой new стакан 300,0.0,185,111,5.0,0,0,0,0,0.0,5.0
13.12.2022,Капучино стакан 300,541.0,4356,147,824.0,0,0,0,0,0.0,844.0
13.09.2023,"Карамель леденцовая ""Фруктовый микс""",0.0,99,99,1.0,0,0,0,0,0.0,1.0
22.06.2022,"Карамель леденцовая Ананас со вкусом ананаса, изомальт 30г",0.0,59,59,1.0,0,0,0,0,0.0,1.0
24.06.2022,"Карамель леденцовая Кактус со вкусом гуавы, изомальт 20г",0.0,59,59,1.0,0,0,0,0,0.0,1.0
01.07.2022,"Карамель леденцовая Монстера зеленая со вкусом лимон-лайма, изомальт 20г",1.0,59,59,1.0,0,0,0,0,0.0,1.0
20.02.2021,Карамель леденцовая на палочке без сахара 13г,8.0,90,42,33.0,0,0,0,270,0.0,292.0
18.04.2022,Карамель леденцовая на палочке из сахара,8.0,66,31,26.0,0,0,0,99,0.0,98.0
19.12.2023,"Карамель леденцовая со вкусом ""ванильная вишня""",1.0,99,99,2.0,0,0,0,0,0.0,2.0
19.12.2023,"Карамель леденцовая со вкусом ""клубника и банан""",0.0,99,99,5.0,0,0,0,0,0.0,5.0
11.11.2023,"Карамель леденцовая со вкусом ""садовая смородина""",0.0,123,99,5.0,0,0,0,0,0.0,5.0
22.08.2024,Карамельная овсянка,6.0,170,151,11.0,0,1,0,0,4.0,16.0
18.05.2023,Картофель 2кг фас.,1.0,189,0,1.0,0,0,0,0,1.0,2.0
04.03.2024,Картофель беби 2кг фас,1.0,210,210,1.0,0,0,0,0,4.0,5.0
27.09.2024,Картофельные боулы с рыбой и чесночным соусом,1.0,317,277,11.0,0,1,0,0,7.0,19.0
16.05.2019,"Картофельный крем-суп с беконом, шт",20.0,138,0,0.0,0,0,0,0,4.0,4.0
13.01.2025,"Картофельный крем-суп с беконом, шт. КАЧЕСТВО ВКУСА",20.0,209,132,39.0,0,0,0,0,5.0,45.0
07.10.2023,Каша овсяная с кукурузой с мёдом и арахисовой пастой,4.0,223,185,9.0,0,0,0,0,5.0,14.0
07.10.2023,Каша пшеничная с медом и арахисовой пастой,9.0,161,115,15.0,0,0,7,0,6.0,26.0
11.03.2019,"Каша рисовая с добавлением кокосового молока с фруктами, шт",5.0,172,0,0.0,0,0,0,0,8.0,8.0
01.01.1970,"Каша рисовая с добавлением кокосового молока с фруктами, шт. ФУДСТОР",5.0,149,152,7.0,0,0,0,0,0.0,7.0
02.04.2021,Квас домашний  на листьях вишни 1л,0.0,128,109,2.0,0,0,2,0,7.0,11.0
02.04.2021,Квас домашний  на листьях мяты 1л,0.0,128,109,2.0,0,0,2,0,7.0,11.0
30.06.2023,"Кекс с рикоттой шоколадный, 300 г",0.0,232,232,1.0,0,0,0,0,0.0,1.0
05.08.2021,Кесадилья чили кон карне,8.0,244,0,0.0,0,0,0,0,10.0,10.0
18.03.2024,Кесадилья чили кон карне. ИП Тютин Андрей Александрович,8.0,221,197,11.0,0,0,0,0,1.0,12.0
23.06.2022,Кетчуп 330гр,0.0,111,0,1.0,0,0,0,333,0.0,333.0
25.12.2023,Кешью соленый 150г. ИП Николаева Ангела Федоровна,0.0,383,383,1.0,0,0,0,0,0.0,1.0
13.09.2022,"Кешью сырой очищенный (ядра), банка 150г",1.0,354,354,1.0,0,0,0,0,0.0,1.0
21.09.2023,Киви фас 500 гр,1.0,169,169,3.0,0,0,0,0,1.0,4.0
27.03.2022,Киш курица-шпинат на картофельном тесте,2.0,152,146,4.0,0,0,0,0,11.0,15.0
14.02.2025,Клаб тост с курицей. Качество вкуса Сибирь,156.0,1298,115,246.0,0,0,184,0,0.0,406.0
03.03.2022,"Клубника быстрозамороженная пл/уп, 300г		",0.0,292,171,3.0,0,0,1,0,0.0,4.0
04.10.2024,Клубника в черничном шоколаде с йогуртом,1.0,369,369,3.0,0,0,0,0,0.0,3.0
05.03.2022,"Клюква быстрозамороженная пл/уп, 300г",0.0,325,0,0.0,0,0,0,0,16.0,16.0
07.09.2021,Кокосовая сгущенка 230г ,0.0,329,0,0.0,0,0,0,0,1.0,1.0
18.08.2023,Кокосовое печенье 170гр. ДБК Плюс,4.0,182,155,14.0,0,0,0,0,0.0,14.0
15.12.2023,Коктейль Горячий сливочный ананас стакан 300,1.0,161,165,6.0,0,0,0,0,0.0,6.0
20.07.2023,Коктейль Сливочный ананас 400 мл,1.0,168,168,6.0,0,0,0,0,0.0,6.0
20.07.2023,Коктейль Тропический микс 400 мл,2.0,193,160,6.0,0,0,0,0,0.0,6.0
23.11.2023,Коктейль кокосовый: банан 250 мл,0.0,155,155,1.0,0,0,0,0,5.0,6.0
23.11.2023,Коктейль кокосовый: ваниль 250 мл,0.0,155,155,1.0,0,0,0,0,3.0,4.0
20.07.2023,"Коктейль с витаминами Банановый, 300 мл",1.0,149,149,5.0,0,0,0,0,3.0,8.0
09.08.2023,"Коктейль с витаминами Маракуйя, 300 мл",2.0,178,145,4.0,0,1,0,0,2.0,7.0
09.08.2023,"Коктейль с витаминами Смородина, 300 мл",0.0,149,149,1.0,0,0,0,0,5.0,6.0
20.07.2023,"Коктейль с витаминами Шоколадный, 300 мл",1.0,149,149,4.0,0,0,0,0,4.0,8.0
29.06.2023,Коктейль цитрусовый с ягодами,1.0,131,0,0.0,0,0,0,0,8.0,8.0
13.01.2025,Коктейль цитрусовый с ягодами. КАЧЕСТВО ВКУСА,1.0,131,131,4.0,0,0,0,0,0.0,4.0
27.12.2022,"Колбаса ""Фелино""",0.0,220,0,0.0,0,0,0,0,1.0,1.0
14.09.2024,Колбаса Лионская 350г,0.0,230,245,1.0,0,0,0,0,4.0,5.0
25.01.2022,"Колбаса варено-копченая из мяса птицы ""Из курицы запеченная"", 300г",2.0,407,401,3.0,0,0,0,0,3.0,6.0
27.08.2024,Колбаса с/в салями Испанская нарезка 90г,0.0,265,199,4.0,0,0,0,0,0.0,4.0
27.08.2024,Колбаса с/к салями Миланская нарезка 90г,0.0,201,201,3.0,0,0,0,0,0.0,3.0
25.01.2022,"Колбаски (сосиски) ""Детские"" в/у(250г)",0.0,246,239,2.0,0,0,0,0,5.0,7.0
19.06.2022,Кольцо песочное с арахисом,11.0,97,54,24.0,0,0,0,804,2.0,818.0
09.07.2024,Комбо Айс Латте с Салатом Крабовым с рисом,0.0,329,303,1.0,0,0,0,0,0.0,1.0
24.04.2024,Комбо Винегрет со Шницелем куриным со спагетти и кетчупом 460г,1.0,290,230,8.0,0,0,0,0,0.0,8.0
23.04.2024,Комбо Газировка Маракуйя с Роллом Чукка со снежным крабом,2.0,249,249,4.0,0,0,0,0,0.0,4.0
23.04.2024,Комбо Капучино с Бриошью с карамелью 380г,1.0,199,199,1.0,0,0,0,0,0.0,1.0
23.04.2024,Комбо Капучино с Круассаном миндальным с вишней 455г,0.0,249,249,1.0,0,0,0,0,0.0,1.0
09.07.2024,Комбо Капучино с Пастой Карбонара,3.0,418,345,13.0,0,0,0,0,0.0,13.0
23.04.2024,Комбо Капучино с Чизкейком Нью-Йорк 410г,0.0,249,249,5.0,0,0,0,0,0.0,5.0
23.10.2024,Комбо Капучино стакан 300 и UFO Бургер с курицей и мексиканским соусом,0.0,354,354,2.0,0,0,0,0,0.0,2.0
24.10.2024,Комбо Латте 400 мл и Бельгийская вафля с беконом и омлетом в медово-горчичном соусе,0.0,310,310,1.0,0,0,0,0,0.0,1.0
23.10.2024,Комбо Латте 400 мл и Тост с ветчиной и сыром 175г,0.0,408,272,3.0,0,0,0,0,0.0,3.0
09.07.2024,Комбо Морс Вишня-мята с Винегретом с молодой сельдью,0.0,218,218,1.0,0,0,0,0,0.0,1.0
09.07.2024,Комбо Морс Клюквенный с Рапом с курицей,0.0,249,249,1.0,0,0,0,0,0.0,1.0
23.04.2024,Комбо Салат Коул Слоу с Куриными тефтелями с картофельным пюре и сливочно-томатным соусом 420г,2.0,271,245,13.0,0,0,0,0,0.0,13.0
23.10.2024,Комбо Салат витаминный 120г и Котлета по-Киевски с картофельным пюре,0.0,315,315,4.0,0,0,0,0,0.0,4.0
23.10.2024,Комбо Флэт уайт и Бельгийская вафля с подкопченным лососем и песто,0.0,340,340,1.0,0,0,0,0,0.0,1.0
24.04.2024,Комбо Чай Ягодный с мятой с Ореховой овсянкой 282г,1.0,199,187,4.0,0,0,0,0,0.0,4.0
24.04.2024,Комбо Чай лесная ежевика с Салатом Сытным и Картофельным крем-супом с беконом 500г,0.0,329,329,2.0,0,0,0,0,0.0,2.0
23.04.2024,Комбо Энергетик Гуава с Онигири с куриным филе в соусе спайси 452г,2.0,249,244,5.0,0,0,0,0,0.0,5.0
22.04.2024,Комбо Энергетик Каламанси с Горячим тостом в яйце с курицей и сыром 535г,0.0,299,299,3.0,0,0,0,0,0.0,3.0
24.12.2023,"Комбо набор ""Горошек/Кукуруза"" 4 шт.",0.0,299,299,1.0,0,0,0,0,0.0,1.0
29.12.2023,"Комбо набор ""Овощная консервация"" (Горошек, Кукуруза, Фасоль белая/красная) 4 шт.",0.0,299,299,1.0,0,0,0,0,0.0,1.0
21.07.2022,"Комбуча  ""Forever Ivan 2""",1.0,219,219,3.0,0,0,0,0,0.0,3.0
21.07.2022,"Комбуча ""Лайв Брю"" Earl Yellow",2.0,230,230,4.0,0,0,0,0,0.0,4.0
21.07.2022,Комбуча Fall in Lavender,6.0,277,231,12.0,0,0,0,0,0.0,12.0
12.01.2024,"Комбуча зеленый чай, гибискус 330мл",0.0,115,115,2.0,0,0,0,0,0.0,2.0
12.04.2024,"Комбуча зеленый чай, цветы клитории, лемонграсс, лаванда 330мл",5.0,126,115,11.0,0,0,0,0,0.0,11.0
24.03.2024,Комбуча молочный улун 330мл,0.0,115,115,1.0,0,0,0,0,0.0,1.0
11.04.2024,"Комбуча молочный улун, лемонграсс 330мл",0.0,115,115,1.0,0,0,0,0,0.0,1.0
13.04.2024,Комбуча черный чай 330мл,0.0,115,115,1.0,0,0,0,0,0.0,1.0
19.10.2021,"Компот из сухофруктов: Ассорти с мятой 0,45л",11.0,142,98,23.0,0,0,10,0,0.0,34.0
20.02.2024,"Конфеты ""Клюква в сахарной пудре"" 150 г.. Арлем",0.0,165,137,6.0,0,0,0,0,0.0,6.0
10.09.2023,Конфеты Прометей 200г,0.0,259,259,2.0,0,0,0,0,0.0,2.0
13.09.2023,Конфеты Рыжик со свекольными цукатами 200г,0.0,229,229,1.0,0,0,0,0,0.0,1.0
20.06.2024,Конфеты с гранолой и яблоком 90г,1.0,179,179,2.0,0,0,0,0,0.0,2.0
28.08.2019,Конфеты с кокосовой начинкой 200г,0.0,333,187,4.0,0,0,0,625,0.0,625.0
05.04.2021,Корейка варено-копченая,0.0,675,0,0.0,0,0,0,0,0.686,1.0
06.12.2022,"Коржик ""Молочный""",22.0,97,37,54.0,0,0,0,0,1.0,55.0
31.07.2020,Корица для кофе,0.0,0,0,209.0,0,0,0,0,0.0,211.0
16.08.2024,"Корм сухой для кошек ""Треска-Сельдь"", 600 г",0.0,496,496,1.0,0,0,0,0,0.0,1.0
02.10.2024,Корн дог из риса с беконом и сыром. ИП Павлов Алексей Валерьевич,14.0,810,185,30.0,0,4,0,0,7.0,40.0
18.09.2023,Корн дог из риса с креветкой с сурими,12.0,189,0,0.0,0,0,0,0,7.0,7.0
09.01.2025,Корн дог из риса с креветкой с сурими. ИП Ульшина Инна Гарьевна,12.0,882,189,28.0,0,0,0,0,4.0,32.0
04.09.2024,Косичка с вялеными томатами,0.0,75,75,4.0,0,0,0,0,12.0,16.0
04.09.2024,Косичка с соусом песто,0.0,75,75,3.0,0,0,0,0,4.0,7.0
04.09.2024,Косичка чесночная,0.0,75,72,3.0,0,1,0,0,13.0,17.0
28.08.2020,Котлета домашняя с тушеной капустой 235г,6.0,211,0,0.0,0,0,0,0,2.0,2.0
16.01.2025,Котлета домашняя с тушеной капустой 235г. Маркетинг и еда,6.0,239,173,15.0,0,2,0,0,1.0,18.0
25.04.2024,Котлета из говядины с сыром и жареной капустой,5.0,186,173,11.0,0,1,0,0,4.0,16.0
23.06.2022,Котлета куриная нежная с овощами и картофелем с зеленью,2.0,289,0,0.0,0,0,0,0,9.0,9.0
01.01.1970,"Котлета куриная нежная с овощами и картофелем с зеленью. ООО ""НОВЫЕ ТЕХНОЛОГИИ ЛОГИСТИКИ""",2.0,231,231,6.0,0,0,0,0,0.0,6.0
28.08.2020,Котлета куриная с гречей и грибами,26.0,199,0,0.0,0,0,0,0,2.0,2.0
16.01.2025,Котлета куриная с гречей и грибами. Маркетинг и еда,26.0,342,157,44.0,0,2,22,0,4.0,72.0
19.02.2023,Котлета морковная с гречей,1.0,119,0,0.0,0,0,0,0,10.0,10.0
17.01.2025,Котлета морковная с гречей. Маркетинг и еда,1.0,93,93,1.0,0,0,0,0,0.0,1.0
22.11.2024,Котлета по-Киевски с картофельным пюре. ИП Седова Наталья Александровна,37.0,693,257,79.0,0,0,0,0,0.0,80.0
15.10.2024,Котлета пожарская с картофельным пюре. САНТОС 2,20.0,317,213,34.0,0,0,0,0,4.0,39.0
30.07.2024,"Котлеты ""ИндиТомат"" из мяса индейки с сыром и томатами, 400г",0.0,488,488,1.0,0,0,0,0,0.0,1.0
10.08.2022,"Котлеты ""По - Киевски"" 450 гр",0.0,455,455,1.0,0,0,0,0,0.0,1.0
12.01.2023,Котлеты куриные  400 гр. ИП Хабибов Ильнар Наилович,1.0,320,320,1.0,0,0,0,0,0.0,1.0
14.11.2024,Котлеты растительные со вкусом курочки 300гр. ИП Кадыров Дамир Исмагилович,1.0,235,235,1.0,0,0,0,0,0.0,1.0
06.09.2024,Кофе Гонконгский,0.0,160,160,1.0,0,0,0,0,10.0,11.0
19.06.2024,Кофе Латте Cold Brew,0.0,160,160,3.0,0,0,0,0,2.0,5.0
05.04.2022,Кофе в дрип-пакете Эфиопия Гигеса 8 порций,0.0,599,599,1.0,0,0,0,0,0.0,1.0
08.06.2022,"Кофе в капсулах ""Ваниль"" для системы Nespresso, 10 шт",0.0,399,399,1.0,0,0,0,0,0.0,1.0
31.10.2022,Кофе зерновой Бразилия Серрадо 250г,0.0,528,528,1.0,0,0,0,0,0.0,1.0
26.08.2021,Кофе молотый Бразилия/Эфиопия 250г,0.0,555,555,1.0,0,0,0,0,0.0,1.0
11.05.2023,Кофе растворимый сублимированный 80г,3.0,355,355,3.0,0,0,0,0,0.0,3.0
13.12.2022,Кофеин 14 грамм,0.0,0,0,2726.0,0,0,0,0,0.0,2629.0
04.04.2023,Кофеин 28 грамм,0.0,0,0,138.0,0,0,0,0,0.0,143.0
24.09.2024,Кофейный глинтвейн 300,3.0,244,187,12.0,0,0,0,0,0.0,12.0
13.11.2023,Кофейный мусс,1.0,195,195,4.0,0,0,0,0,9.0,13.0
13.03.2024,Крабовые палочки,0.0,375,99,3.0,0,0,3,0,0.0,6.0
01.03.2023,"Крафтовый биоактивный энергетик Пряная вишня 0,33 л.",0.0,198,198,2.0,0,0,0,0,0.0,2.0
01.03.2023,"Крафтовый биоактивный энергетик Тропический шторм 0,33 л.",0.0,179,179,1.0,0,0,0,0,0.0,1.0
24.09.2022,Креветки очищенные ваннамей,3.0,758,758,3.0,0,0,0,0,0.0,3.0
17.05.2022,Крекер chips С луком  (150 г),0.0,178,111,8.0,0,0,0,0,0.0,8.0
17.05.2022,Крекер chips С солью  (150 г),2.0,133,111,6.0,0,0,0,0,0.0,6.0
22.06.2022,Крем-суп грибной,2.0,297,253,8.0,0,0,0,0,0.0,8.0
22.06.2022,Крем-суп из тыквы с имбирем,2.0,253,253,4.0,0,0,0,0,0.0,4.0
14.03.2023,"Круассан миндаль, лимон 155г ГОТОВЫЙ",1.0,192,165,9.0,0,1,0,0,10.0,20.0
01.08.2024,Круассан миндальный с вишней 155 гр (заморозка),1.0,165,165,1.0,0,0,0,0,0.0,1.0
05.06.2023,Круассан миндальный с вишней 155 гр ГОТОВЫЙ,3.0,165,165,14.0,0,0,0,0,3.0,17.0
08.03.2019,"Крувка открытая в коррексе,  350г ",1.0,173,173,4.0,0,0,0,0,8.0,12.0
28.10.2023,Крупа Перловая,0.0,49,49,1.0,0,0,0,0,0.0,1.0
16.01.2024,Крупа Рис круглозерный,0.0,139,139,1.0,0,0,0,0,0.0,1.0
28.10.2023,Крупа Ячменная ячневая,1.0,39,49,1.0,0,0,0,0,0.0,1.0
25.05.2022,Кукуруза в початках Готовая,1.0,122,122,4.0,0,0,0,0,16.0,19.0
19.09.2024,Кукуруза отварная 1 шт ГОТОВАЯ Кзн,0.0,0,0,0.0,0,0,0,0,1.0,1.0
16.06.2023,Кукурузные палочки с сахарной пудрой,0.0,81,12,5.0,0,0,0,762,0.0,769.0
23.09.2024,Куриная грудка в терияки с пюре,10.0,235,0,0.0,0,0,0,0,1.0,1.0
16.01.2025,Куриная грудка в терияки с пюре. Маркетинг и еда,10.0,361,234,20.0,0,0,0,0,2.0,22.0
08.03.2019,"Куриная грудка маринованная в соусе терияки с картофельным пюре, шт 250гр",4.0,199,0,0.0,0,0,0,0,5.0,5.0
14.02.2025,"Куриная грудка маринованная в соусе терияки с картофельным пюре, шт 250гр. Качество вкуса Сибирь",4.0,221,197,10.0,0,0,0,0,1.0,11.0
22.09.2024,Куриная грудка терияки с пюре. ИП Селиванова С. Л. (Тюмень),0.0,492,246,2.0,0,0,0,0,0.0,2.0
19.04.2020,Куриная котлета с овощами на пару 230г ,7.0,227,0,0.0,0,0,0,0,8.0,8.0
22.10.2024,Куриная котлета с овощами на пару 230г . ИП Мурачев Михаил Анатольевич,7.0,275,189,13.0,0,1,0,0,0.0,14.0
30.04.2023,Куриная отбивная с луком и шампиньонами и зеленым рисом,7.0,252,0,0.0,0,0,0,0,3.0,3.0
22.11.2024,Куриная отбивная с луком и шампиньонами и зеленым рисом. Концепт (Тюмень ГЕ),7.0,262,240,12.0,0,0,0,0,1.0,13.0
